USD,UNITED STATES,NYSE,AA,ALCOA INC
USD,UNITED STATES,NYSE,AXP,AMER EXPRESS INC
USD,UNITED STATES,NYSE,BA,BOEING CO
USD,UNITED STATES,NYSE,BAC,BK OF AMERICA CP
USD,UNITED STATES,NYSE,CAT,CATERPILLAR INC
USD,UNITED STATES,NYSE,CSCO,"Cisco Systems, Inc."
USD,UNITED STATES,NYSE,CVX,CHEVRON CORP
USD,UNITED STATES,NYSE,DD,DU PONT E I DE NEM
USD,UNITED STATES,NYSE,DIS,WALT DISNEY-DISNEY C
USD,UNITED STATES,NYSE,GE,GEN ELECTRIC CO
USD,UNITED STATES,NYSE,HD,HOME DEPOT INC
USD,UNITED STATES,NYSE,HPQ,HEWLETT PACKARD CO
USD,UNITED STATES,NYSE,IBM,INTL BUSINESS MACH
USD,UNITED STATES,NYSE,INTC,Intel Corporation
USD,UNITED STATES,NYSE,JNJ,JOHNSON AND JOHNS DC
USD,UNITED STATES,NYSE,JPM,JP MORGAN CHASE CO
USD,UNITED STATES,NYSE,KFT,KRAFT FOODS INC
USD,UNITED STATES,NYSE,KO,COCA COLA CO THE
USD,UNITED STATES,NYSE,MCD,MCDONALDS CP
USD,UNITED STATES,NYSE,MMM,3M COMPANY
USD,UNITED STATES,NYSE,MRK,MERCK CO INC
USD,UNITED STATES,NYSE,MSFT,Microsoft Corporation
USD,UNITED STATES,NYSE,PFE,PFIZER INC
USD,UNITED STATES,NYSE,PG,PROCTER GAMBLE CO
USD,UNITED STATES,NYSE,T,AT&T INC.
USD,UNITED STATES,NYSE,TRV,THE TRAVELERS CO
USD,UNITED STATES,NYSE,UTX,UNITED TECH
USD,UNITED STATES,NYSE,VZ,VERIZON COMMUN
USD,UNITED STATES,NYSE,WMT,WAL MART STORES
USD,UNITED STATES,NYSE,XOM,EXXON MOBIL CP
