EUR,FRANCE,EURONEXT,AC.PA,ACCOR
EUR,FRANCE,EURONEXT,AI.PA,AIR LIQUIDE
EUR,FRANCE,EURONEXT,ALU.PA,ALCATEL-LUCENT
EUR,FRANCE,EURONEXT,ALO.PA,ALSTOM
EUR,FRANCE,EURONEXT,MT.PA,ARCELORMITTAL
EUR,FRANCE,EURONEXT,CS.PA,AXA
EUR,FRANCE,EURONEXT,BNP.PA,BNP PARIBAS
EUR,FRANCE,EURONEXT,EN.PA,BOUYGUES
EUR,FRANCE,EURONEXT,CAP.PA,CAP GEMINI
EUR,FRANCE,EURONEXT,CA.PA,CARREFOUR
EUR,FRANCE,EURONEXT,ACA.PA,CREDIT AGRICOLE
EUR,FRANCE,EURONEXT,DX.PA,DEXIA
EUR,FRANCE,EURONEXT,EAD.PA,EADS
EUR,FRANCE,EURONEXT,EDF.PA,EDF
EUR,FRANCE,EURONEXT,EI.PA,ESSILOR INTL
EUR,FRANCE,EURONEXT,FTE.PA,FRANCE TELECOM
EUR,FRANCE,EURONEXT,GSZ.PA,GDF SUEZ
EUR,FRANCE,EURONEXT,BN.PA,GROUP DANONE
EUR,FRANCE,EURONEXT,LG.PA,LAFARGE
EUR,FRANCE,EURONEXT,MMB.PA,LAGARDERE SCA N
EUR,FRANCE,EURONEXT,OR.PA,L'OREAL
EUR,FRANCE,EURONEXT,MC.PA,LVMH
EUR,FRANCE,EURONEXT,ML.PA,MICHELIN
EUR,FRANCE,EURONEXT,RI.PA,PERNOD RICARD
EUR,FRANCE,EURONEXT,UG.PA,PSA PEUGEOT CITROEN
EUR,FRANCE,EURONEXT,PP.PA,PPR
EUR,FRANCE,EURONEXT,RNO.PA,RENAULT
EUR,FRANCE,EURONEXT,SGO.PA,SAINT GOBAIN
EUR,FRANCE,EURONEXT,SAN.PA,SANOFI-AVENTIS
EUR,FRANCE,EURONEXT,SU.PA,SCHNEIDER ELECTRIC
EUR,FRANCE,EURONEXT,GLE.PA,SOCIETE GENERALE
EUR,FRANCE,EURONEXT,STM.PA,STMICROELECTRONICS
EUR,FRANCE,EURONEXT,SEV.PA,SUEZ ENV. CPY
EUR,FRANCE,EURONEXT,TEC.PA,TECHNIP
EUR,FRANCE,EURONEXT,FP.PA,TOTAL
EUR,FRANCE,EURONEXT,UL.PA,UNIBAIL-RODAMCO
EUR,FRANCE,EURONEXT,VK.PA,VALLOUREC
EUR,FRANCE,EURONEXT,VIE.PA,VEOLIA ENVIRONN.
EUR,FRANCE,EURONEXT,DG.PA,VINCI 
EUR,FRANCE,EURONEXT,VIV.PA,VIVENDI
